,iter,ntrans,curvature,ediff,ediffmax
0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,0.0
2,2.0,0.0,9.805,0.0,0.0
3,3.0,0.0,9.805,0.0,0.0
4,4.0,0.0,5.746,0.0,0.0
5,5.0,0.0,5.746,0.0,0.0
6,6.0,0.0,4.21,0.0,0.0
7,79.0,10.0,1.474,0.258,0.26
8,80.0,10.0,1.474,0.268,0.268
9,81.0,10.0,1.474,0.31,0.31
10,82.0,10.0,1.463,0.315,0.315
11,83.0,10.0,1.463,0.313,0.315
12,84.0,10.0,1.46,0.315,0.315
13,85.0,10.0,1.46,0.313,0.315
14,86.0,10.0,1.457,0.315,0.315
15,159.0,20.0,1.321,1.037,1.04
16,160.0,20.0,1.321,1.056,1.056
17,161.0,20.0,1.321,1.137,1.137
18,162.0,20.0,1.306,1.146,1.146
19,163.0,20.0,1.306,1.143,1.146
20,164.0,20.0,1.306,1.146,1.146
21,165.0,20.0,1.306,1.143,1.146
22,166.0,20.0,1.306,1.146,1.146
23,239.0,30.0,1.218,2.322,2.326
24,240.0,30.0,1.218,2.35,2.35
25,241.0,30.0,1.218,2.47,2.47
26,242.0,30.0,1.213,2.482,2.482
27,243.0,30.0,1.213,2.478,2.482
28,244.0,30.0,1.213,2.482,2.482
29,245.0,30.0,1.213,2.478,2.482
30,246.0,30.0,1.214,2.482,2.482
31,319.0,40.0,1.171,4.101,4.107
32,320.0,40.0,1.171,4.138,4.138
33,321.0,40.0,1.171,4.295,4.295
34,322.0,40.0,1.168,4.311,4.311
35,323.0,40.0,1.168,4.305,4.311
36,324.0,40.0,1.168,4.311,4.311
37,325.0,40.0,1.168,4.305,4.311
38,326.0,40.0,1.168,4.311,4.311
39,399.0,50.0,1.129,6.353,6.36
40,400.0,50.0,1.129,6.398,6.398
41,401.0,50.0,1.129,6.59,6.59
42,402.0,50.0,1.124,6.609,6.609
43,403.0,50.0,1.124,6.602,6.609
44,404.0,50.0,1.124,6.609,6.609
45,405.0,50.0,1.124,6.602,6.609
46,406.0,50.0,1.124,6.609,6.609
47,479.0,60.0,0.848,8.975,8.984
48,480.0,60.0,0.848,9.023,9.023
49,481.0,60.0,0.848,9.223,9.223
50,482.0,60.0,0.757,9.243,9.243
51,483.0,60.0,0.757,9.235,9.243
52,484.0,60.0,0.723,9.243,9.243
53,485.0,60.0,0.723,9.235,9.243
54,486.0,60.0,0.684,9.243,9.243
55,559.0,70.0,-0.74,10.536,10.734
56,560.0,70.0,-0.74,10.477,10.734
57,561.0,70.0,-0.74,10.336,10.734
58,562.0,70.0,-1.063,10.343,10.734
59,563.0,70.0,-1.063,10.335,10.734
60,564.0,70.0,-1.122,10.343,10.734
61,565.0,70.0,-1.122,10.335,10.734
62,566.0,70.0,-1.165,10.342,10.734
63,633.0,80.0,-2.799,8.354,10.734
64,634.0,80.0,-2.799,8.292,10.734
65,635.0,80.0,-2.799,8.145,10.734
66,636.0,80.0,-2.822,8.146,10.734
67,679.0,90.0,-3.031,6.378,10.734
68,680.0,90.0,-3.031,6.323,10.734
69,681.0,90.0,-3.031,6.195,10.734
70,682.0,90.0,-3.058,6.195,10.734
71,729.0,100.0,-3.179,4.672,10.734
72,730.0,100.0,-3.179,4.626,10.734
73,731.0,100.0,-3.179,4.518,10.734
74,732.0,100.0,-3.206,4.518,10.734
75,733.0,100.0,-3.206,4.517,10.734
76,734.0,100.0,-3.208,4.518,10.734
77,777.0,110.0,-3.572,3.246,10.734
78,778.0,110.0,-3.572,3.209,10.734
79,779.0,110.0,-3.572,3.12,10.734
80,780.0,110.0,-3.622,3.12,10.734
81,781.0,110.0,-3.622,3.12,10.734
82,782.0,110.0,-3.623,3.12,10.734
83,819.0,120.0,-3.805,2.114,10.734
84,820.0,120.0,-3.805,2.084,10.734
85,821.0,120.0,-3.805,2.016,10.734
86,822.0,120.0,-3.816,2.016,10.734
87,859.0,130.0,-3.841,1.288,10.734
88,860.0,130.0,-3.841,1.268,10.734
89,861.0,130.0,-3.841,1.223,10.734
90,862.0,130.0,-3.81,1.223,10.734
91,901.0,140.0,-3.435,0.794,10.734
92,902.0,140.0,-3.435,0.784,10.734
93,903.0,140.0,-3.435,0.763,10.734
94,904.0,140.0,-3.386,0.763,10.734
95,943.0,150.0,-2.903,0.646,10.734
96,944.0,150.0,-2.903,0.647,10.734
97,945.0,150.0,-2.903,0.646,10.734
98,946.0,150.0,-2.904,0.646,10.734
99,981.0,160.0,-2.903,0.646,10.734
100,982.0,160.0,-2.903,0.646,10.734
101,983.0,160.0,-2.903,0.646,10.734
