,iter,ntrans,curvature,ediff,ediffmax
0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,0.0
2,2.0,0.0,9.872,0.0,0.0
3,3.0,0.0,9.872,0.0,0.0
4,4.0,0.0,5.933,0.0,0.0
5,5.0,0.0,5.933,0.0,0.0
6,6.0,0.0,4.445,0.0,0.0
7,79.0,10.0,1.503,0.268,0.269
8,80.0,10.0,1.503,0.281,0.281
9,81.0,10.0,1.503,0.321,0.321
10,82.0,10.0,1.492,0.316,0.321
11,83.0,10.0,1.492,0.319,0.321
12,84.0,10.0,1.487,0.316,0.321
13,85.0,10.0,1.487,0.319,0.321
14,86.0,10.0,1.481,0.317,0.321
15,159.0,20.0,1.364,0.999,1.003
16,160.0,20.0,1.364,1.026,1.026
17,161.0,20.0,1.364,1.105,1.105
18,162.0,20.0,1.354,1.097,1.105
19,163.0,20.0,1.354,1.1,1.105
20,164.0,20.0,1.353,1.097,1.105
21,165.0,20.0,1.353,1.1,1.105
22,166.0,20.0,1.353,1.097,1.105
23,239.0,30.0,1.242,2.236,2.243
24,240.0,30.0,1.242,2.277,2.277
25,241.0,30.0,1.242,2.394,2.394
26,242.0,30.0,1.229,2.382,2.394
27,243.0,30.0,1.229,2.387,2.394
28,244.0,30.0,1.229,2.382,2.394
29,245.0,30.0,1.229,2.387,2.394
30,246.0,30.0,1.229,2.382,2.394
31,319.0,40.0,1.136,3.955,3.964
32,320.0,40.0,1.136,4.009,4.009
33,321.0,40.0,1.136,4.161,4.161
34,322.0,40.0,1.127,4.146,4.161
35,323.0,40.0,1.127,4.152,4.161
36,324.0,40.0,1.128,4.146,4.161
37,325.0,40.0,1.128,4.151,4.161
38,326.0,40.0,1.129,4.146,4.161
39,399.0,50.0,1.051,6.106,6.118
40,400.0,50.0,1.051,6.173,6.173
41,401.0,50.0,1.051,6.356,6.356
42,402.0,50.0,1.043,6.338,6.356
43,403.0,50.0,1.043,6.344,6.356
44,404.0,50.0,1.043,6.338,6.356
45,405.0,50.0,1.043,6.344,6.356
46,406.0,50.0,1.043,6.338,6.356
47,479.0,60.0,0.938,8.666,8.68
48,480.0,60.0,0.938,8.743,8.743
49,481.0,60.0,0.938,8.956,8.956
50,482.0,60.0,0.921,8.934,8.956
51,483.0,60.0,0.921,8.942,8.956
52,484.0,60.0,0.916,8.934,8.956
53,485.0,60.0,0.916,8.942,8.956
54,486.0,60.0,0.915,8.934,8.956
55,559.0,70.0,0.676,11.363,11.376
56,560.0,70.0,0.676,11.435,11.435
57,561.0,70.0,0.676,11.632,11.632
58,562.0,70.0,0.684,11.612,11.632
59,563.0,70.0,0.684,11.618,11.632
60,564.0,70.0,0.669,11.613,11.632
61,565.0,70.0,0.669,11.619,11.632
62,566.0,70.0,0.662,11.613,11.632
63,639.0,80.0,0.655,13.718,13.731
64,640.0,80.0,0.655,13.781,13.781
65,641.0,80.0,0.655,13.947,13.947
66,642.0,80.0,0.708,13.93,13.947
67,643.0,80.0,0.708,13.933,13.947
68,644.0,80.0,0.645,13.93,13.947
69,645.0,80.0,0.645,13.933,13.947
70,646.0,80.0,0.623,13.93,13.947
71,719.0,90.0,-1.505,13.61,14.69
72,720.0,90.0,-1.505,13.531,14.69
73,721.0,90.0,-1.505,13.36,14.69
74,722.0,90.0,-1.522,13.356,14.69
75,723.0,90.0,-1.522,13.362,14.69
76,724.0,90.0,-1.533,13.357,14.69
77,725.0,90.0,-1.533,13.363,14.69
78,726.0,90.0,-1.54,13.357,14.69
79,799.0,100.0,-1.655,11.221,14.69
80,800.0,100.0,-1.655,11.153,14.69
81,801.0,100.0,-1.655,10.995,14.69
82,802.0,100.0,-1.626,10.994,14.69
83,803.0,100.0,-1.626,10.994,14.69
84,804.0,100.0,-1.627,10.994,14.69
85,805.0,100.0,-1.627,10.994,14.69
86,806.0,100.0,-1.628,10.994,14.69
87,877.0,110.0,-1.562,9.048,14.69
88,878.0,110.0,-1.562,8.987,14.69
89,879.0,110.0,-1.562,8.843,14.69
90,880.0,110.0,-1.534,8.842,14.69
91,881.0,110.0,-1.534,8.842,14.69
92,882.0,110.0,-1.536,8.842,14.69
93,943.0,120.0,-1.548,7.081,14.69
94,944.0,120.0,-1.548,7.024,14.69
95,945.0,120.0,-1.548,6.895,14.69
96,946.0,120.0,-1.556,6.894,14.69
