Generated by pymatgen.io.lammps.data.LammpsData

167  atoms

  2  atom types

0.000000 28.553120  xlo xhi
0.000000 28.553120  ylo yhi
0.000000 28.553120  zlo zhi
0.000000 0.000000 0.000000  xy xz yz

Masses

1  55.847000
2  30.973762

Atoms

1     1  1 28.534180 28.534180 28.576057
2     1  1  0.004185  0.004185  2.859119
3     1  1  0.000170  0.000170  5.710739
8     1  1  0.000477  0.000477 19.985143
9     1  1 -0.005088 -0.005088 22.799625
10    1  1 28.047410 28.047409 26.203519
11    1  1  0.011069  2.859110  0.005264
12    1  1 28.552333  2.853308  2.853071
19    1  1 28.554944  2.839370 22.858424
20    1  1 -0.005035  2.898210 25.702823
21    1  1  0.001644  5.711752  0.001038
30    1  1  0.000497  5.712680 25.697307
71    1  1 -0.000167 19.987523 -0.000186
80    1  1  0.000138 19.987070 25.697614
81    1  1  0.001756 22.848440 -0.002290
82    1  1 28.552123 22.848842  2.848941
89    1  1 28.552340 22.844704 22.844456
90    1  1  0.004139 22.838647 25.693541
91    1  1 28.499049 25.794412 28.456388
92    1  1  0.001793 25.700016  2.849332
93    1  1 -0.000142 25.697962  5.710297
98    1  1  0.001631 25.696765 19.986054
99    1  1  0.011023 25.692494 22.838689
100   1  1 28.534043 25.674801 25.716670
101   1  1  2.859110  0.011069  0.005264
102   1  1  2.853308 28.552333  2.853071
109   1  1  2.839370 28.554944 22.858424
110   1  1  2.898210 -0.005035 25.702823
111   1  1  2.839885  2.839885 28.538460
112   1  1  2.852270  2.852270  2.851436
119   1  1  2.830021  2.830021 22.867776
120   1  1  2.839381  2.839381 25.695964
181   1  1  2.853444 22.845111 28.555207
182   1  1  2.845304 22.851515  2.846281
189   1  1  2.852269 22.846369 22.845532
190   1  1  2.853306 22.844722 25.698571
191   1  1  2.863404 25.692162  0.005606
192   1  1  2.853452 25.695692  2.852682
199   1  1  2.839876 25.712459 22.857919
200   1  1  2.859100 25.692514 25.686707
201   1  1  5.711752  0.001644  0.001038
210   1  1  5.712680  0.000497 25.697307
291   1  1  5.713789 25.695279  0.002522
300   1  1  5.711754 25.696765 25.696158
701   1  1 19.987523 -0.000167 -0.000186
710   1  1 19.987070  0.000138 25.697614
791   1  1 19.987887 25.697821 -0.000074
800   1  1 19.987601 25.697824 25.697803
801   1  1 22.848440  0.001756 -0.002290
802   1  1 22.848842 28.552123  2.848941
809   1  1 22.844704 28.552340 22.844456
810   1  1 22.838647  0.004139 25.693541
811   1  1 22.845111  2.853444 28.555207
812   1  1 22.851515  2.845304  2.846281
819   1  1 22.846369  2.852269 22.845532
820   1  1 22.844722  2.853306 25.698571
881   1  1 22.850439 22.850439 28.548947
882   1  1 22.850985 22.850985  2.846815
890   1  1 22.848646 22.848646 25.698537
891   1  1 22.846891 25.697825 -0.000156
892   1  1 22.850467 25.701951  2.847320
899   1  1 22.844948 25.695572 22.844098
900   1  1 22.848415 25.699761 25.695708
901   1  1 25.794412 28.499050 28.456389
902   1  1 25.700016  0.001793  2.849332
903   1  1 25.697962 -0.000142  5.710297
908   1  1 25.696765  0.001631 19.986054
909   1  1 25.692494  0.011023 22.838689
910   1  1 25.674801 28.534043 25.716671
911   1  1 25.692162  2.863403  0.005606
912   1  1 25.695692  2.853452  2.852683
919   1  1 25.712459  2.839876 22.857919
920   1  1 25.692514  2.859100 25.686707
921   1  1 25.695279  5.713789  0.002522
930   1  1 25.696765  5.711754 25.696158
971   1  1 25.697821 19.987887 -0.000074
980   1  1 25.697824 19.987601 25.697803
981   1  1 25.697825 22.846891 -0.000156
982   1  1 25.701951 22.850467  2.847320
989   1  1 25.695572 22.844948 22.844098
990   1  1 25.699761 22.848415 25.695708
991   1  1 25.749971 25.749971 28.500742
992   1  1 25.697870 25.697870  2.850866
993   1  1 25.697839 25.697839  5.709926
998   1  1 25.695231 25.695231 19.984039
999   1  1 25.691970 25.691970 22.834385
1000  1  1 25.793887 25.793887 25.751347
1001  1  1  1.422707  1.422707  1.423162
1002  1  1  1.428195  1.428195  4.283248
1008  1  1  1.427582  1.427582 21.421808
1009  1  1  1.325026  1.325026 24.372756
1010  1  1  1.372154  1.372154 27.088559
1011  1  1  1.430841  4.283006  1.428097
1019  1  1  1.427601  4.276006 24.270199
1020  1  1  1.430529  4.282940 27.127154
1071  1  1  1.425174 21.417668  1.425724
1079  1  1  1.428192 21.414545 24.269599
1080  1  1  1.427437 21.415794 27.126238
1081  1  1  1.403411 24.296304  1.401456
1082  1  1  1.425186 24.272060  4.280132
1088  1  1  1.430838 24.269709 21.414793
1089  1  1  1.422677 24.274625 24.275079
1090  1  1  1.429231 24.275373 27.131857
1091  1  1  1.429255 27.118993  1.422391
1092  1  1  1.427455 27.124656  4.282002
1098  1  1  1.430509 27.123757 21.414874
1099  1  1  1.372121 27.162328 24.325655
1100  1  1  1.512192 27.123156 27.127709
1101  1  1  4.283006  1.430841  1.428097
1109  1  1  4.276006  1.427601 24.270199
