istep,ground_energy,nDefect,defect_center_xs,defect_center_ys,defect_center_zs,nBasin,nSP_thisbasin,nSP_superbasin,iSP_selected,forward_barrier,ebias,backward_barrier,one_over_freq,mean_squared_disp,diffusion_coeff,time_step,simulation_time
0,-8020.230403,2,0.95,0.95,0.95,1,4,3,2,0.646,0.553,0.093,296.62595,1.471427,0.000827,175.094508,175.094508
