,idav,idsps,type,iters,ntrans,emax,barrier,prefactor,ebias,dtot,dmag,dmax,dsum,adsum,nad,dtotfs,dmagfs,dmaxfs,dsumfs,adsumfs,nadfs,dtotfi,dmagfi,dmaxfi,dsumfi,adsumfi,nadfi,precursor,isConnect,reason
0,0,1,2,1983,286,22.213,1.139,10.0,1.1,4.914,1.518,1.125,1.49,4.597,21,0.944,0.266,0.234,0.401,0.886,18,5.236,1.721,1.19,1.891,4.933,21,0,0,Conn
0,1,0,1,1378,212,16.817,0.646,10.0,0.553,2.821,0.863,0.805,0.578,2.628,18,1.37,0.396,0.358,0.445,1.31,12,3.18,1.213,1.162,1.023,2.996,10,0,1,Dup
