Generated by pymatgen.io.lammps.data.LammpsData

167  atoms

  2  atom types

0.000000 28.553120  xlo xhi
0.000000 28.553120  ylo yhi
0.000000 28.553120  zlo zhi
0.000000 0.000000 0.000000  xy xz yz

Masses

1  55.847000
2  30.973762

Atoms

2     1  1  0.001546  0.001546  2.855203
11    1  1  0.001546  2.855203  0.001546
101   1  1  2.855203  0.001546  0.001546
1001  1  1  1.411850  1.411850  1.411850
201   1  1  5.710840  0.000076  0.000076
1101  1  1  4.281728  1.426787  1.426787
701   1  1 19.986968  0.000076  0.000076
801   1  1 22.842605  0.001546  0.001546
812   1  1 22.848984  2.848824  2.848824
1701  1  1 21.416080  1.426787  1.426787
1801  1  1 24.285958  1.411850  1.411850
12    1  1 28.552699  2.851670  2.851670
902   1  1 25.696262  0.001546  2.855203
911   1  1 25.696262  2.855203  0.001546
912   1  1 25.698229  2.851670  2.851670
1901  1  1 27.125464  1.421104  1.421104
21    1  1  0.000076  5.710840  0.000076
1011  1  1  1.426787  4.281728  1.426787
1811  1  1 24.271021  4.281728  1.426787
921   1  1 25.697732  5.710840  0.000076
1911  1  1 27.125464  4.282052  1.426842
71    1  1  0.000076 19.986968  0.000076
971   1  1 25.697732 19.986968  0.000076
81    1  1  0.001546 22.842605  0.001546
182   1  1  2.848824 22.848984  2.848824
1071  1  1  1.426787 21.416080  1.426787
1081  1  1  1.411850 24.285958  1.411850
1181  1  1  4.281728 24.271021  1.426787
882   1  1 22.848984 22.848984  2.848824
1781  1  1 21.416080 24.271021  1.426787
1871  1  1 24.271021 21.416080  1.426787
1881  1  1 24.285958 24.285958  1.411850
82    1  1 28.552699 22.846138  2.851670
981   1  1 25.696262 22.842605  0.001546
982   1  1 25.698229 22.846138  2.851670
1971  1  1 27.125464 21.415756  1.426842
1981  1  1 27.125464 24.276704  1.421104
102   1  1  2.851670 28.552699  2.851670
92    1  1  0.001546 25.696262  2.855203
191   1  1  2.855203 25.696262  0.001546
192   1  1  2.851670 25.698229  2.851670
1091  1  1  1.421104 27.125464  1.421104
291   1  1  5.710840 25.697732  0.000076
1191  1  1  4.282052 27.125464  1.426842
791   1  1 19.986968 25.697732  0.000076
802   1  1 22.846138 28.552699  2.851670
891   1  1 22.842605 25.696262  0.001546
892   1  1 22.846138 25.698229  2.851670
1791  1  1 21.415756 27.125464  1.426842
1891  1  1 24.276704 27.125464  1.421104
992   1  1 25.696262 25.696262  2.855203
1991  1  1 27.125464 27.125464  1.466602
3     1  1  0.000076  0.000076  5.710840
1002  1  1  1.426787  1.426787  4.281728
1802  1  1 24.271021  1.426787  4.281728
903   1  1 25.697732  0.000076  5.710840
1902  1  1 27.125464  1.426842  4.282052
1082  1  1  1.426787 24.271021  4.281728
1882  1  1 24.271021 24.271021  4.281728
1982  1  1 27.125464 24.270966  4.282052
93    1  1  0.000076 25.697732  5.710840
1092  1  1  1.426842 27.125464  4.282052
1892  1  1 24.270966 27.125464  4.282052
993   1  1 25.697732 25.697732  5.710840
1992  1  1 27.125464 27.125464  4.285388
8     1  1  0.000076  0.000076 19.986968
908   1  1 25.697732  0.000076 19.986968
98    1  1  0.000076 25.697732 19.986968
998   1  1 25.697732 25.697732 19.986968
9     1  1  0.001546  0.001546 22.842605
119   1  1  2.848824  2.848824 22.848984
1008  1  1  1.426787  1.426787 21.416080
1009  1  1  1.411850  1.411850 24.285958
1109  1  1  4.281728  1.426787 24.271021
819   1  1 22.848984  2.848824 22.848984
1709  1  1 21.416080  1.426787 24.271021
1808  1  1 24.271021  1.426787 21.416080
1809  1  1 24.285958  1.411850 24.285958
19    1  1 28.552699  2.851670 22.846138
909   1  1 25.696262  0.001546 22.842605
919   1  1 25.698229  2.851670 22.846138
1908  1  1 27.125464  1.426842 21.415756
1909  1  1 27.125464  1.421104 24.276704
1019  1  1  1.426787  4.281728 24.271021
1819  1  1 24.271021  4.281728 24.271021
1919  1  1 27.125464  4.282052 24.270966
189   1  1  2.848824 22.848984 22.848984
1079  1  1  1.426787 21.416080 24.271021
1088  1  1  1.426787 24.271021 21.416080
1089  1  1  1.411850 24.285958 24.285958
1189  1  1  4.281728 24.271021 24.271021
889   1  1 22.848984 22.848984 22.848984
1789  1  1 21.416080 24.271021 24.271021
1879  1  1 24.271021 21.416080 24.271021
1888  1  1 24.271021 24.271021 21.416080
1889  1  1 24.285958 24.285958 24.285958
89    1  1 28.552699 22.846138 22.846138
989   1  1 25.698229 22.846138 22.846138
1979  1  1 27.125464 21.415756 24.270966
1988  1  1 27.125464 24.270966 21.415756
1989  1  1 27.125464 24.276704 24.276704
109   1  1  2.851670 28.552699 22.846138
99    1  1  0.001546 25.696262 22.842605
199   1  1  2.851670 25.698229 22.846138
1098  1  1  1.426842 27.125464 21.415756
1099  1  1  1.421104 27.125464 24.276704
1199  1  1  4.282052 27.125464 24.270966
809   1  1 22.846138 28.552699 22.846138
899   1  1 22.846138 25.698229 22.846138
