,iter,ntrans,curvature,ediff,ediffmax
0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,0.0
2,2.0,0.0,9.932,0.0,0.0
3,3.0,0.0,9.932,0.0,0.0
4,4.0,0.0,5.779,0.0,0.0
5,5.0,0.0,5.779,0.0,0.0
6,6.0,0.0,4.387,0.0,0.0
7,79.0,10.0,1.678,0.295,0.297
8,80.0,10.0,1.678,0.31,0.31
9,81.0,10.0,1.678,0.356,0.356
10,82.0,10.0,1.66,0.352,0.356
11,83.0,10.0,1.66,0.354,0.356
12,84.0,10.0,1.648,0.352,0.356
13,85.0,10.0,1.648,0.354,0.356
14,86.0,10.0,1.637,0.352,0.356
15,159.0,20.0,1.381,1.058,1.062
16,160.0,20.0,1.381,1.083,1.083
17,161.0,20.0,1.381,1.157,1.157
18,162.0,20.0,1.369,1.149,1.157
19,163.0,20.0,1.369,1.153,1.157
20,164.0,20.0,1.367,1.149,1.157
21,165.0,20.0,1.367,1.153,1.157
22,166.0,20.0,1.365,1.149,1.157
23,239.0,30.0,1.251,2.184,2.19
24,240.0,30.0,1.251,2.221,2.221
25,241.0,30.0,1.251,2.327,2.327
26,242.0,30.0,1.243,2.316,2.327
27,243.0,30.0,1.243,2.32,2.327
28,244.0,30.0,1.243,2.316,2.327
29,245.0,30.0,1.243,2.32,2.327
30,246.0,30.0,1.243,2.316,2.327
31,319.0,40.0,1.185,3.759,3.768
32,320.0,40.0,1.185,3.81,3.81
33,321.0,40.0,1.185,3.952,3.952
34,322.0,40.0,1.18,3.937,3.952
35,323.0,40.0,1.18,3.943,3.952
36,324.0,40.0,1.181,3.937,3.952
37,325.0,40.0,1.181,3.943,3.952
38,326.0,40.0,1.181,3.937,3.952
39,399.0,50.0,1.138,5.813,5.824
40,400.0,50.0,1.138,5.877,5.877
41,401.0,50.0,1.138,6.056,6.056
42,402.0,50.0,1.135,6.038,6.056
43,403.0,50.0,1.135,6.045,6.056
44,404.0,50.0,1.135,6.038,6.056
45,405.0,50.0,1.135,6.045,6.056
46,406.0,50.0,1.135,6.038,6.056
47,479.0,60.0,1.074,8.33,8.344
48,480.0,60.0,1.074,8.407,8.407
49,481.0,60.0,1.074,8.618,8.618
50,482.0,60.0,1.06,8.596,8.618
51,483.0,60.0,1.06,8.604,8.618
52,484.0,60.0,1.058,8.596,8.618
53,485.0,60.0,1.058,8.604,8.618
54,486.0,60.0,1.056,8.597,8.618
55,559.0,70.0,0.775,10.916,10.927
56,560.0,70.0,0.775,10.977,10.977
57,561.0,70.0,0.775,11.143,11.143
58,562.0,70.0,0.725,11.126,11.143
59,563.0,70.0,0.725,11.133,11.143
60,564.0,70.0,0.695,11.126,11.143
61,565.0,70.0,0.695,11.133,11.143
62,566.0,70.0,0.671,11.127,11.143
63,639.0,80.0,-2.522,9.993,11.529
64,640.0,80.0,-2.522,9.916,11.529
65,641.0,80.0,-2.522,9.75,11.529
66,642.0,80.0,-2.561,9.749,11.529
67,643.0,80.0,-2.561,9.754,11.529
68,644.0,80.0,-2.562,9.749,11.529
69,645.0,80.0,-2.562,9.754,11.529
70,646.0,80.0,-2.563,9.749,11.529
71,689.0,90.0,-2.953,7.747,11.529
72,690.0,90.0,-2.953,7.685,11.529
73,691.0,90.0,-2.953,7.54,11.529
74,692.0,90.0,-3.003,7.54,11.529
75,729.0,100.0,-3.492,5.802,11.529
76,730.0,100.0,-3.492,5.749,11.529
77,731.0,100.0,-3.492,5.624,11.529
78,732.0,100.0,-3.501,5.624,11.529
79,775.0,110.0,-3.625,4.155,11.529
80,776.0,110.0,-3.625,4.111,11.529
81,777.0,110.0,-3.625,4.008,11.529
82,778.0,110.0,-3.648,4.008,11.529
83,817.0,120.0,-3.694,2.814,11.529
84,818.0,120.0,-3.694,2.779,11.529
85,819.0,120.0,-3.694,2.697,11.529
86,820.0,120.0,-3.69,2.697,11.529
87,857.0,130.0,-3.623,1.78,11.529
88,858.0,130.0,-3.623,1.755,11.529
89,859.0,130.0,-3.623,1.695,11.529
90,860.0,130.0,-3.615,1.695,11.529
91,897.0,140.0,-3.597,1.071,11.529
92,898.0,140.0,-3.597,1.055,11.529
93,899.0,140.0,-3.597,1.019,11.529
94,900.0,140.0,-3.604,1.019,11.529
95,941.0,150.0,-3.352,0.701,11.529
96,942.0,150.0,-3.352,0.696,11.529
97,943.0,150.0,-3.352,0.684,11.529
98,944.0,150.0,-3.29,0.684,11.529
99,985.0,160.0,-2.973,0.646,11.529
100,986.0,160.0,-2.973,0.646,11.529
101,987.0,160.0,-2.973,0.646,11.529
102,988.0,160.0,-2.974,0.646,11.529
103,1021.0,170.0,-2.974,0.646,11.529
104,1022.0,170.0,-2.974,0.646,11.529
105,1023.0,170.0,-2.974,0.646,11.529
