,x,y,z
0,-1.1770213767464028,-1.1838238680600597,-1.1550204909393034
1,-1.2052029908186062,-1.2948041932894814,1.5873298517949734
2,-1.2104189592097496,1.5620748571141438,-1.2750651308044252
3,1.5746003554288386,-1.227771636238666,-1.1941684356856388
4,-0.7472491945227999,1.0870374566927652,1.1080591919284053
5,1.5451469326117167,-1.1938987128830703,1.5629169051568856
6,1.52441514119628,1.518452100573031,-1.1479982546525125
7,1.643133107473502,1.557041029035646,1.5837136152642568
8,-2.7429993570486007,0.1507150699656806,0.17116275024696262
9,0.1978598593242769,-2.7405743009557884,0.1868412020234546
10,0.19505853977259324,0.15352688782194052,-2.7136786278244807
11,0.2050035353770409,0.15412050446363795,3.1112056381566062
12,0.19978200841384205,3.0937706125935116,0.1765847765957203
13,3.091061724299174,0.15237165513456066,0.18495640781017936
14,-2.6620122387366485,-2.6837976662798444,0.18093580119916383
15,-2.6606803895850732,0.15853326517961372,-2.6673146801918737
16,0.18801101293866357,-2.674983408542746,-2.6539960448555324
17,-2.594919191265227,0.20409169100158117,2.9838733611048984
18,-2.5947848711539403,2.971346034821904,0.21539531470775258
19,0.20514705558312923,-2.684606535162503,3.048643647943396
20,0.2070778270862828,3.0211633944850598,-2.6629357161272815
21,3.041534748231253,-2.6763901879609686,0.1948637411392168
22,3.0327309823192663,0.17184289364179542,-2.6494668368953045
23,0.16467562497697966,2.966668731053275,2.976987333720992
24,3.05044350483467,0.1610514105519175,3.0417187150534444
25,3.043099912501632,3.018076039802073,0.1759443060705259
26,-4.09852244636718,-1.2629259706036702,-1.2484393291863303
27,-1.2351524289727844,-4.109518157026278,-1.2382099724081042
28,-1.2349730807169768,-1.2575120591037812,-4.094793357849373
29,-4.087338009435425,-1.2574549007039548,1.6285324105401602
30,-4.084792395984864,1.613450888944867,-1.2462993488871996
31,-1.2359633423900058,-4.1147209036053205,1.6249656306057345
32,-1.232614276788279,1.6039969150049644,-4.098132982914012
33,1.6288533289978,-4.11244905375009,-1.2412865527933141
34,1.6280480706524612,-1.2605691210863728,-4.094999993782502
35,-2.63746303828213,-2.657081455107311,-2.642736769967901
36,-4.111608174182237,1.5963251722227416,1.6053689502225703
37,1.6279498765541334,-4.109590350167785,1.6235151733056221
38,1.6231783934392268,1.5989276710035714,-4.087650983308005
39,-1.2369528791133195,-1.2561408801756146,4.476209964981207
