,iter,ntrans,curvature,ediff,ediffmax
0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,0.0
2,2.0,0.0,10.104,0.0,0.0
3,3.0,0.0,10.104,0.0,0.0
4,4.0,0.0,6.215,0.0,0.0
5,5.0,0.0,6.215,0.0,0.0
6,6.0,0.0,4.616,0.0,0.0
7,79.0,10.0,1.412,0.246,0.247
8,80.0,10.0,1.412,0.255,0.255
9,81.0,10.0,1.412,0.295,0.295
10,82.0,10.0,1.405,0.299,0.299
11,83.0,10.0,1.405,0.297,0.299
12,84.0,10.0,1.403,0.299,0.299
13,85.0,10.0,1.403,0.297,0.299
14,86.0,10.0,1.401,0.299,0.299
15,159.0,20.0,1.314,1.001,1.004
16,160.0,20.0,1.314,1.019,1.019
17,161.0,20.0,1.314,1.101,1.101
18,162.0,20.0,1.304,1.109,1.109
19,163.0,20.0,1.304,1.106,1.109
20,164.0,20.0,1.303,1.109,1.109
21,165.0,20.0,1.303,1.106,1.109
22,166.0,20.0,1.303,1.109,1.109
23,239.0,30.0,1.192,2.285,2.289
24,240.0,30.0,1.192,2.313,2.313
25,241.0,30.0,1.192,2.433,2.433
26,242.0,30.0,1.185,2.445,2.445
27,243.0,30.0,1.185,2.441,2.445
28,244.0,30.0,1.185,2.445,2.445
29,245.0,30.0,1.185,2.441,2.445
30,246.0,30.0,1.185,2.445,2.445
31,319.0,40.0,1.14,4.059,4.065
32,320.0,40.0,1.14,4.096,4.096
33,321.0,40.0,1.14,4.253,4.253
34,322.0,40.0,1.135,4.268,4.268
35,323.0,40.0,1.135,4.263,4.268
36,324.0,40.0,1.134,4.268,4.268
37,325.0,40.0,1.134,4.263,4.268
38,326.0,40.0,1.134,4.268,4.268
39,399.0,50.0,1.052,6.286,6.293
40,400.0,50.0,1.052,6.33,6.33
41,401.0,50.0,1.052,6.518,6.518
42,402.0,50.0,1.04,6.537,6.537
43,403.0,50.0,1.04,6.53,6.537
44,404.0,50.0,1.037,6.537,6.537
45,405.0,50.0,1.037,6.53,6.537
46,406.0,50.0,1.035,6.537,6.537
47,479.0,60.0,0.971,8.627,8.634
48,480.0,60.0,0.971,8.665,8.665
49,481.0,60.0,0.971,8.824,8.824
50,482.0,60.0,0.899,8.841,8.841
51,483.0,60.0,0.899,8.834,8.841
52,484.0,60.0,0.847,8.84,8.841
53,485.0,60.0,0.847,8.833,8.841
54,486.0,60.0,0.826,8.84,8.841
55,557.0,70.0,-1.248,7.875,9.201
56,558.0,70.0,-1.248,7.817,9.201
57,559.0,70.0,-1.248,7.67,9.201
58,560.0,70.0,-1.228,7.669,9.201
59,561.0,70.0,-1.228,7.667,9.201
60,562.0,70.0,-1.229,7.669,9.201
61,635.0,80.0,-1.157,5.902,9.201
62,636.0,80.0,-1.157,5.846,9.201
63,637.0,80.0,-1.157,5.718,9.201
64,638.0,80.0,-1.176,5.717,9.201
65,639.0,80.0,-1.176,5.719,9.201
66,640.0,80.0,-1.178,5.717,9.201
67,641.0,80.0,-1.178,5.719,9.201
68,642.0,80.0,-1.179,5.717,9.201
69,693.0,90.0,-1.476,4.196,9.201
70,694.0,90.0,-1.476,4.147,9.201
71,695.0,90.0,-1.476,4.038,9.201
72,696.0,90.0,-1.519,4.038,9.201
73,697.0,90.0,-1.519,4.04,9.201
74,698.0,90.0,-1.52,4.038,9.201
75,745.0,100.0,-1.927,2.766,9.201
76,746.0,100.0,-1.927,2.727,9.201
77,747.0,100.0,-1.927,2.638,9.201
78,748.0,100.0,-1.974,2.638,9.201
79,749.0,100.0,-1.974,2.639,9.201
80,750.0,100.0,-1.976,2.638,9.201
81,795.0,110.0,-2.477,1.625,9.201
82,796.0,110.0,-2.477,1.595,9.201
83,797.0,110.0,-2.477,1.527,9.201
84,798.0,110.0,-2.54,1.527,9.201
85,799.0,110.0,-2.54,1.527,9.201
86,800.0,110.0,-2.541,1.527,9.201
87,847.0,120.0,-3.047,0.786,9.201
88,848.0,120.0,-3.047,0.766,9.201
89,849.0,120.0,-3.047,0.72,9.201
90,850.0,120.0,-3.052,0.72,9.201
91,895.0,130.0,-3.052,0.271,9.201
92,896.0,130.0,-3.052,0.261,9.201
93,897.0,130.0,-3.052,0.238,9.201
94,898.0,130.0,-3.044,0.238,9.201
95,899.0,130.0,-3.044,0.238,9.201
96,900.0,130.0,-3.045,0.238,9.201
97,949.0,140.0,-2.976,0.094,9.201
98,950.0,140.0,-2.976,0.094,9.201
99,951.0,140.0,-2.976,0.094,9.201
100,952.0,140.0,-2.976,0.094,9.201
