,iter,ntrans,curvature,ediff,ediffmax
0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,0.0
2,2.0,0.0,10.338,0.0,0.0
3,3.0,0.0,10.338,0.0,0.0
4,4.0,0.0,5.952,0.0,0.0
5,5.0,0.0,5.952,0.0,0.0
6,6.0,0.0,4.388,0.0,0.0
7,79.0,10.0,1.412,0.246,0.248
8,80.0,10.0,1.412,0.259,0.259
9,81.0,10.0,1.412,0.298,0.298
10,82.0,10.0,1.405,0.294,0.298
11,83.0,10.0,1.405,0.296,0.298
12,84.0,10.0,1.403,0.294,0.298
13,85.0,10.0,1.403,0.296,0.298
14,86.0,10.0,1.401,0.294,0.298
15,159.0,20.0,1.314,0.977,0.982
16,160.0,20.0,1.314,1.005,1.005
17,161.0,20.0,1.314,1.085,1.085
18,162.0,20.0,1.302,1.076,1.085
19,163.0,20.0,1.302,1.079,1.085
20,164.0,20.0,1.302,1.076,1.085
21,165.0,20.0,1.302,1.079,1.085
22,166.0,20.0,1.302,1.076,1.085
23,239.0,30.0,1.201,2.235,2.243
24,240.0,30.0,1.201,2.278,2.278
25,241.0,30.0,1.201,2.396,2.396
26,242.0,30.0,1.193,2.384,2.396
27,243.0,30.0,1.193,2.389,2.396
28,244.0,30.0,1.194,2.384,2.396
29,245.0,30.0,1.194,2.389,2.396
30,246.0,30.0,1.194,2.384,2.396
31,319.0,40.0,1.167,3.984,3.994
32,320.0,40.0,1.167,4.04,4.04
33,321.0,40.0,1.167,4.196,4.196
34,322.0,40.0,1.165,4.18,4.196
35,323.0,40.0,1.165,4.186,4.196
36,324.0,40.0,1.165,4.18,4.196
37,325.0,40.0,1.165,4.186,4.196
38,326.0,40.0,1.165,4.18,4.196
39,399.0,50.0,1.135,6.217,6.229
40,400.0,50.0,1.135,6.286,6.286
41,401.0,50.0,1.135,6.479,6.479
42,402.0,50.0,1.132,6.459,6.479
43,403.0,50.0,1.132,6.466,6.479
44,404.0,50.0,1.132,6.459,6.479
45,405.0,50.0,1.132,6.466,6.479
46,406.0,50.0,1.132,6.459,6.479
47,479.0,60.0,1.077,8.892,8.906
48,480.0,60.0,1.077,8.972,8.972
49,481.0,60.0,1.077,9.193,9.193
50,482.0,60.0,1.064,9.17,9.193
51,483.0,60.0,1.064,9.179,9.193
52,484.0,60.0,1.065,9.171,9.193
53,485.0,60.0,1.065,9.178,9.193
54,486.0,60.0,1.066,9.171,9.193
55,559.0,70.0,-0.132,11.493,11.496
56,560.0,70.0,-0.132,11.451,11.496
57,561.0,70.0,-0.132,11.346,11.496
58,562.0,70.0,-0.246,11.335,11.496
59,563.0,70.0,-0.246,11.343,11.496
60,564.0,70.0,-0.337,11.335,11.496
61,565.0,70.0,-0.337,11.343,11.496
62,566.0,70.0,-0.396,11.336,11.496
63,635.0,80.0,-3.032,9.378,11.496
64,636.0,80.0,-3.032,9.307,11.496
65,637.0,80.0,-3.032,9.151,11.496
66,638.0,80.0,-3.16,9.149,11.496
67,639.0,80.0,-3.16,9.153,11.496
68,640.0,80.0,-3.16,9.149,11.496
69,677.0,90.0,-4.126,7.256,11.496
70,678.0,90.0,-4.126,7.195,11.496
71,679.0,90.0,-4.126,7.058,11.496
72,680.0,90.0,-4.215,7.057,11.496
73,717.0,100.0,-4.465,5.411,11.496
74,718.0,100.0,-4.465,5.36,11.496
75,719.0,100.0,-4.465,5.242,11.496
76,720.0,100.0,-4.478,5.241,11.496
77,757.0,110.0,-4.416,3.852,11.496
78,758.0,110.0,-4.416,3.81,11.496
79,759.0,110.0,-4.416,3.713,11.496
80,760.0,110.0,-4.395,3.713,11.496
81,797.0,120.0,-4.222,2.586,11.496
82,798.0,120.0,-4.222,2.554,11.496
83,799.0,120.0,-4.222,2.477,11.496
84,800.0,120.0,-4.204,2.477,11.496
85,837.0,130.0,-4.037,1.623,11.496
86,838.0,130.0,-4.037,1.599,11.496
87,839.0,130.0,-4.037,1.544,11.496
88,840.0,130.0,-4.02,1.544,11.496
89,877.0,140.0,-3.877,0.98,11.496
90,878.0,140.0,-3.877,0.966,11.496
91,879.0,140.0,-3.877,0.934,11.496
92,880.0,140.0,-3.818,0.934,11.496
93,917.0,150.0,-3.253,0.673,11.496
94,918.0,150.0,-3.253,0.669,11.496
95,919.0,150.0,-3.253,0.661,11.496
96,920.0,150.0,-3.185,0.661,11.496
97,959.0,160.0,-2.978,0.646,11.496
98,960.0,160.0,-2.978,0.646,11.496
99,961.0,160.0,-2.978,0.646,11.496
100,962.0,160.0,-2.978,0.646,11.496
