,iter,ntrans,curvature,ediff,ediffmax
0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,0.0
2,2.0,0.0,9.417,0.0,0.0
3,3.0,0.0,9.417,0.0,0.0
4,4.0,0.0,5.592,0.0,0.0
5,5.0,0.0,5.592,0.0,0.0
6,6.0,0.0,4.375,0.0,0.0
7,79.0,10.0,1.493,0.266,0.268
8,80.0,10.0,1.493,0.275,0.275
9,81.0,10.0,1.493,0.315,0.315
10,82.0,10.0,1.481,0.32,0.32
11,83.0,10.0,1.481,0.318,0.32
12,84.0,10.0,1.475,0.32,0.32
13,85.0,10.0,1.475,0.318,0.32
14,86.0,10.0,1.47,0.32,0.32
15,159.0,20.0,1.325,1.001,1.004
16,160.0,20.0,1.325,1.02,1.02
17,161.0,20.0,1.325,1.098,1.098
18,162.0,20.0,1.311,1.107,1.107
19,163.0,20.0,1.311,1.103,1.107
20,164.0,20.0,1.31,1.107,1.107
21,165.0,20.0,1.31,1.103,1.107
22,166.0,20.0,1.311,1.107,1.107
23,239.0,30.0,1.218,2.25,2.255
24,240.0,30.0,1.218,2.278,2.278
25,241.0,30.0,1.218,2.396,2.396
26,242.0,30.0,1.215,2.408,2.408
27,243.0,30.0,1.215,2.403,2.408
28,244.0,30.0,1.215,2.408,2.408
29,245.0,30.0,1.215,2.403,2.408
30,246.0,30.0,1.215,2.408,2.408
31,319.0,40.0,1.167,4.005,4.011
32,320.0,40.0,1.167,4.042,4.042
33,321.0,40.0,1.167,4.198,4.198
34,322.0,40.0,1.161,4.214,4.214
35,323.0,40.0,1.161,4.208,4.214
36,324.0,40.0,1.161,4.214,4.214
37,325.0,40.0,1.161,4.208,4.214
38,326.0,40.0,1.162,4.214,4.214
39,399.0,50.0,1.101,6.247,6.255
40,400.0,50.0,1.101,6.293,6.293
41,401.0,50.0,1.101,6.485,6.485
42,402.0,50.0,1.093,6.504,6.504
43,403.0,50.0,1.093,6.497,6.504
44,404.0,50.0,1.093,6.504,6.504
45,405.0,50.0,1.093,6.497,6.504
46,406.0,50.0,1.093,6.504,6.504
47,479.0,60.0,0.801,8.864,8.872
48,480.0,60.0,0.801,8.911,8.911
49,481.0,60.0,0.801,9.11,9.11
50,482.0,60.0,0.79,9.13,9.13
51,483.0,60.0,0.79,9.122,9.13
52,484.0,60.0,0.777,9.13,9.13
53,485.0,60.0,0.777,9.122,9.13
54,486.0,60.0,0.767,9.13,9.13
55,559.0,70.0,-0.518,9.985,10.433
56,560.0,70.0,-0.518,9.932,10.433
57,561.0,70.0,-0.518,9.81,10.433
58,562.0,70.0,-0.51,9.818,10.433
59,563.0,70.0,-0.51,9.812,10.433
60,564.0,70.0,-0.559,9.818,10.433
61,565.0,70.0,-0.559,9.813,10.433
62,566.0,70.0,-0.595,9.818,10.433
63,639.0,80.0,-0.627,9.023,10.433
64,640.0,80.0,-0.627,8.967,10.433
65,641.0,80.0,-0.627,8.838,10.433
66,642.0,80.0,-0.775,8.843,10.433
67,643.0,80.0,-0.775,8.839,10.433
68,644.0,80.0,-0.872,8.843,10.433
69,645.0,80.0,-0.872,8.838,10.433
70,646.0,80.0,-0.957,8.843,10.433
71,711.0,90.0,-2.02,7.074,10.433
72,712.0,90.0,-2.02,7.02,10.433
73,713.0,90.0,-2.02,6.89,10.433
74,714.0,90.0,-2.029,6.89,10.433
75,761.0,100.0,-2.146,5.33,10.433
76,762.0,100.0,-2.146,5.278,10.433
77,763.0,100.0,-2.146,5.166,10.433
78,764.0,100.0,-2.171,5.166,10.433
79,765.0,100.0,-2.171,5.169,10.433
80,766.0,100.0,-2.173,5.166,10.433
81,767.0,100.0,-2.173,5.168,10.433
82,768.0,100.0,-2.173,5.166,10.433
83,815.0,110.0,-2.546,3.825,10.433
84,816.0,110.0,-2.546,3.781,10.433
85,817.0,110.0,-2.546,3.685,10.433
86,818.0,110.0,-2.567,3.685,10.433
87,819.0,110.0,-2.567,3.688,10.433
88,820.0,110.0,-2.569,3.685,10.433
89,821.0,110.0,-2.569,3.687,10.433
90,822.0,110.0,-2.57,3.685,10.433
91,869.0,120.0,-2.883,2.561,10.433
92,870.0,120.0,-2.883,2.526,10.433
93,871.0,120.0,-2.883,2.449,10.433
94,872.0,120.0,-2.932,2.45,10.433
95,915.0,130.0,-3.373,1.591,10.433
96,916.0,130.0,-3.373,1.566,10.433
97,917.0,130.0,-3.373,1.511,10.433
98,918.0,130.0,-3.425,1.512,10.433
99,955.0,140.0,-3.775,0.954,10.433
100,956.0,140.0,-3.775,0.94,10.433
101,957.0,140.0,-3.775,0.909,10.433
102,958.0,140.0,-3.722,0.909,10.433
103,959.0,140.0,-3.722,0.909,10.433
104,960.0,140.0,-3.723,0.909,10.433
105,1015.0,150.0,-3.131,0.665,10.433
106,1016.0,150.0,-3.131,0.661,10.433
107,1017.0,150.0,-3.131,0.655,10.433
108,1018.0,150.0,-3.061,0.655,10.433
109,1019.0,150.0,-3.061,0.655,10.433
110,1020.0,150.0,-3.063,0.655,10.433
111,1061.0,160.0,-2.907,0.646,10.433
112,1062.0,160.0,-2.907,0.647,10.433
113,1063.0,160.0,-2.907,0.646,10.433
114,1064.0,160.0,-2.907,0.646,10.433
