,iter,ntrans,curvature,ediff,ediffmax
0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,0.0
2,2.0,0.0,9.785,0.0,0.0
3,3.0,0.0,9.785,0.0,0.0
4,4.0,0.0,5.55,0.0,0.0
5,5.0,0.0,5.55,0.0,0.0
6,6.0,0.0,4.295,0.0,0.0
7,79.0,10.0,1.394,0.244,0.245
8,80.0,10.0,1.394,0.252,0.252
9,81.0,10.0,1.394,0.29,0.29
10,82.0,10.0,1.386,0.294,0.294
11,83.0,10.0,1.386,0.292,0.294
12,84.0,10.0,1.385,0.294,0.294
13,85.0,10.0,1.385,0.292,0.294
14,86.0,10.0,1.383,0.294,0.294
15,159.0,20.0,1.302,0.969,0.971
16,160.0,20.0,1.302,0.987,0.987
17,161.0,20.0,1.302,1.066,1.066
18,162.0,20.0,1.292,1.074,1.074
19,163.0,20.0,1.292,1.071,1.074
20,164.0,20.0,1.292,1.074,1.074
21,165.0,20.0,1.292,1.071,1.074
22,166.0,20.0,1.292,1.074,1.074
23,239.0,30.0,1.193,2.235,2.239
24,240.0,30.0,1.193,2.262,2.262
25,241.0,30.0,1.193,2.382,2.382
26,242.0,30.0,1.187,2.394,2.394
27,243.0,30.0,1.187,2.389,2.394
28,244.0,30.0,1.187,2.394,2.394
29,245.0,30.0,1.187,2.389,2.394
30,246.0,30.0,1.187,2.394,2.394
31,319.0,40.0,1.138,4.003,4.008
32,320.0,40.0,1.138,4.039,4.039
33,321.0,40.0,1.138,4.196,4.196
34,322.0,40.0,1.131,4.212,4.212
35,323.0,40.0,1.131,4.206,4.212
36,324.0,40.0,1.132,4.212,4.212
37,325.0,40.0,1.132,4.206,4.212
38,326.0,40.0,1.131,4.212,4.212
39,399.0,50.0,1.08,6.235,6.242
40,400.0,50.0,1.08,6.28,6.28
41,401.0,50.0,1.08,6.47,6.47
42,402.0,50.0,1.071,6.49,6.49
43,403.0,50.0,1.071,6.482,6.49
44,404.0,50.0,1.07,6.49,6.49
45,405.0,50.0,1.07,6.482,6.49
46,406.0,50.0,1.07,6.49,6.49
47,479.0,60.0,0.971,8.872,8.88
48,480.0,60.0,0.971,8.923,8.923
49,481.0,60.0,0.971,9.138,9.138
50,482.0,60.0,0.951,9.16,9.16
51,483.0,60.0,0.951,9.152,9.16
52,484.0,60.0,0.95,9.16,9.16
53,485.0,60.0,0.95,9.152,9.16
54,486.0,60.0,0.95,9.16,9.16
55,559.0,70.0,0.389,11.517,11.525
56,560.0,70.0,0.389,11.556,11.556
57,561.0,70.0,0.389,11.72,11.72
58,562.0,70.0,0.265,11.737,11.737
59,563.0,70.0,0.265,11.729,11.737
60,564.0,70.0,0.19,11.736,11.737
61,565.0,70.0,0.19,11.728,11.737
62,566.0,70.0,0.144,11.736,11.737
63,639.0,80.0,-1.3,10.451,11.925
64,640.0,80.0,-1.3,10.388,11.925
65,641.0,80.0,-1.3,10.233,11.925
66,642.0,80.0,-1.391,10.236,11.925
67,643.0,80.0,-1.391,10.23,11.925
68,644.0,80.0,-1.406,10.235,11.925
69,645.0,80.0,-1.406,10.229,11.925
70,646.0,80.0,-1.415,10.235,11.925
71,719.0,90.0,-1.578,8.289,11.925
72,720.0,90.0,-1.578,8.227,11.925
73,721.0,90.0,-1.578,8.084,11.925
74,722.0,90.0,-1.615,8.085,11.925
75,723.0,90.0,-1.615,8.084,11.925
76,724.0,90.0,-1.617,8.085,11.925
77,725.0,90.0,-1.617,8.084,11.925
78,726.0,90.0,-1.617,8.085,11.925
79,777.0,100.0,-2.088,6.35,11.925
80,778.0,100.0,-2.088,6.296,11.925
81,779.0,100.0,-2.088,6.171,11.925
82,780.0,100.0,-2.146,6.171,11.925
83,823.0,110.0,-2.543,4.664,11.925
84,824.0,110.0,-2.543,4.618,11.925
85,825.0,110.0,-2.543,4.51,11.925
86,826.0,110.0,-2.561,4.51,11.925
87,867.0,120.0,-2.338,3.248,11.925
88,868.0,120.0,-2.338,3.209,11.925
89,869.0,120.0,-2.338,3.121,11.925
90,870.0,120.0,-2.315,3.122,11.925
91,871.0,120.0,-2.315,3.122,11.925
92,872.0,120.0,-2.317,3.122,11.925
93,917.0,130.0,-2.054,2.116,11.925
94,918.0,130.0,-2.054,2.086,11.925
95,919.0,130.0,-2.054,2.018,11.925
96,920.0,130.0,-2.002,2.018,11.925
